,time_received,counts,ti
810,1645406822.478397,120,2022-02-21 01:27:02.478396928
809,1645406823.450086,120,2022-02-21 01:27:03.450086144
807,1645429020.448243,120,2022-02-21 07:37:00.448242944
1123,1645429021.264331,100,2022-02-21 07:37:01.264331008
1392,1645543330.045507,40,2022-02-22 15:22:10.045507072
715,1645574551.382994,120,2022-02-23 00:02:31.382993920
714,1645574552.300322,120,2022-02-23 00:02:32.300322048
700,1645574553.222445,120,2022-02-23 00:02:33.222445056
1163,1645574553.941064,80,2022-02-23 00:02:33.941063936
2442,1645583557.649251,30,2022-02-23 02:32:37.649251072
2107,1645640860.739449,30,2022-02-23 18:27:40.739449088
1240,1645645141.831656,60,2022-02-23 19:39:01.831655936
1394,1645646365.928847,40,2022-02-23 19:59:25.928847104
1395,1645647551.300873,40,2022-02-23 20:19:11.300872960
822,1645661342.367187,120,2022-02-24 00:09:02.367186944
823,1645661343.346475,120,2022-02-24 00:09:03.346475008
824,1645661344.380707,120,2022-02-24 00:09:04.380707072
1115,1645661345.288727,100,2022-02-24 00:09:05.288727040
608,1645689542.641148,120,2022-02-24 07:59:02.641148160
607,1645689544.342676,120,2022-02-24 07:59:04.342675968
1220,1645689545.162684,70,2022-02-24 07:59:05.162683904
1535,1645718072.300465,30,2022-02-24 15:54:32.300465152
1378,1645721380.379757,40,2022-02-24 16:49:40.379756800
1505,1645722880.942417,30,2022-02-24 17:14:40.942416896
1634,1645725008.767523,30,2022-02-24 17:50:08.767523072
2500,1645843809.513378,30,2022-02-26 02:50:09.513377792
1360,1645845003.439231,40,2022-02-26 03:10:03.439230976
1357,1645846207.731689,40,2022-02-26 03:30:07.731688960
2390,1645849803.133046,30,2022-02-26 04:30:03.133046016
1129,1645853405.255396,100,2022-02-26 05:30:05.255395840
1196,1645855504.139261,70,2022-02-26 06:05:04.139260928
2467,1645889283.18189,30,2022-02-26 15:28:03.181890048
2206,1645892886.323416,30,2022-02-26 16:28:06.323416064
302,1645926184.230201,120,2022-02-27 01:43:04.230201088
303,1645926185.147536,120,2022-02-27 01:43:05.147536128
304,1645926186.054507,120,2022-02-27 01:43:06.054507008
309,1645926187.100104,120,2022-02-27 01:43:07.100104192
1462,1646121220.405362,30,2022-03-01 07:53:40.405361920
2060,1646124549.062639,30,2022-03-01 08:49:09.062639104
1829,1646152751.330832,30,2022-03-01 16:39:11.330832128
610,1646188745.899481,120,2022-03-02 02:39:05.899481088
611,1646188746.816656,120,2022-03-02 02:39:06.816656128
616,1646188747.740061,120,2022-03-02 02:39:07.740060928
617,1646188748.653504,120,2022-03-02 02:39:08.653504000
619,1646188749.571071,120,2022-03-02 02:39:09.571070976
620,1646188750.517167,120,2022-03-02 02:39:10.517167104
1080,1646188751.40447,110,2022-03-02 02:39:11.404470016
981,1646263476.364841,120,2022-03-02 23:24:36.364840960
983,1646263477.288802,120,2022-03-02 23:24:37.288801792
984,1646263478.399166,120,2022-03-02 23:24:38.399166208
1643,1646263478.895026,30,2022-03-02 23:24:38.895025920
1040,1646294076.773273,120,2022-03-03 07:54:36.773273088
1041,1646294077.890167,120,2022-03-03 07:54:37.890167040
1042,1646294078.949047,120,2022-03-03 07:54:38.949047040
1256,1646294079.743934,60,2022-03-03 07:54:39.743933952
2704,1646326186.620149,30,2022-03-03 16:49:46.620148992
2676,1646327091.76204,30,2022-03-03 17:04:51.762039808
867,1646357077.328629,120,2022-03-04 01:24:37.328628992
868,1646357078.240902,120,2022-03-04 01:24:38.240901888
869,1646357079.58906,120,2022-03-04 01:24:39.589060096
905,1646357080.521645,120,2022-03-04 01:24:40.521645056
907,1646357081.469875,120,2022-03-04 01:24:41.469875200
1111,1646357082.367217,100,2022-03-04 01:24:42.367217152
1072,1646526278.353276,110,2022-03-06 00:24:38.353275904
1349,1646544285.535513,40,2022-03-06 05:24:45.535512832
1356,1646564087.381709,40,2022-03-06 10:54:47.381709056
76,1646588769.111712,120,2022-03-06 17:46:09.111712000
75,1646588770.192564,120,2022-03-06 17:46:10.192563968
1279,1646588770.896928,50,2022-03-06 17:46:10.896928000
1487,1646760969.725348,30,2022-03-08 17:36:09.725348096
364,1646789770.516089,120,2022-03-09 01:36:10.516089088
363,1646789771.562227,120,2022-03-09 01:36:11.562226944
361,1646789772.64184,120,2022-03-09 01:36:12.641839872
357,1646789773.61141,120,2022-03-09 01:36:13.611409920
355,1646789774.607184,120,2022-03-09 01:36:14.607183872
1327,1646789775.249925,50,2022-03-09 01:36:15.249924864
2638,1646793670.351079,30,2022-03-09 02:41:10.351078912
1100,1646811400.936592,110,2022-03-09 07:36:40.936592128
381,1646811402.033637,120,2022-03-09 07:36:42.033637120
379,1646811402.972944,120,2022-03-09 07:36:42.972944128
400,1646870501.419706,120,2022-03-10 00:01:41.419706112
385,1646870502.389489,120,2022-03-10 00:01:42.389488896
1131,1646870503.233,100,2022-03-10 00:01:43.232999936
1119,1646899031.38617,100,2022-03-10 07:57:11.386169856
2611,1646970137.402274,30,2022-03-11 03:42:17.402273792
521,1646986932.170081,120,2022-03-11 08:22:12.170081024
520,1646986933.191907,120,2022-03-11 08:22:13.191906816
432,1647043932.359392,120,2022-03-12 00:12:12.359392000
433,1647043933.280408,120,2022-03-12 00:12:13.280407808
435,1647043934.19274,120,2022-03-12 00:12:14.192739840
1316,1647043934.762251,50,2022-03-12 00:12:14.762251008
87,1647129133.274848,120,2022-03-12 23:52:13.274848000
86,1647129134.210729,120,2022-03-12 23:52:14.210728960
72,1647129135.332625,120,2022-03-12 23:52:15.332624896
77,1647129136.28287,120,2022-03-12 23:52:16.282870016
1235,1647129136.957095,70,2022-03-12 23:52:16.957094912
2369,1647166038.70798,30,2022-03-13 10:07:18.707980032
2362,1647176533.399909,30,2022-03-13 13:02:13.399909120
1310,1647178970.629817,50,2022-03-13 13:42:50.629817088
2360,1647179868.994208,30,2022-03-13 13:57:48.994208000
1352,1647189906.845389,40,2022-03-13 16:45:06.845388800
1195,1647194083.796716,70,2022-03-13 17:54:43.796716032
20,1647214483.914019,120,2022-03-13 23:34:43.914019072
19,1647214484.842649,120,2022-03-13 23:34:44.842649088
2,1647214485.775907,120,2022-03-13 23:34:45.775907072
1247,1647214486.463451,60,2022-03-13 23:34:46.463450880
3,1647248387.482317,120,2022-03-14 08:59:47.482317056
4,1647248388.838115,120,2022-03-14 08:59:48.838115072
5,1647248389.952862,120,2022-03-14 08:59:49.952861952
7,1647248393.107381,120,2022-03-14 08:59:53.107380992
1,1647248394.333636,120,2022-03-14 08:59:54.333636096
1086,1647248395.264541,110,2022-03-14 08:59:55.264540928
235,1647308684.600635,120,2022-03-15 01:44:44.600635136
233,1647308685.519228,120,2022-03-15 01:44:45.519227904
232,1647308686.434596,120,2022-03-15 01:44:46.434596096
231,1647308687.378107,120,2022-03-15 01:44:47.378107136
230,1647308688.392435,120,2022-03-15 01:44:48.392435200
229,1647308689.515685,120,2022-03-15 01:44:49.515685120
2257,1647308689.999804,30,2022-03-15 01:44:49.999803904
165,1647394065.915455,120,2022-03-16 01:27:45.915454976
164,1647394067.165886,120,2022-03-16 01:27:47.165885952
163,1647394068.165294,120,2022-03-16 01:27:48.165293824
161,1647394069.101938,120,2022-03-16 01:27:49.101937920
160,1647394070.236655,120,2022-03-16 01:27:50.236655104
1418,1647394071.147995,40,2022-03-16 01:27:51.147994880
927,1647493666.957813,120,2022-03-17 05:07:46.957812992
926,1647493668.128583,120,2022-03-17 05:07:48.128582912
909,1647493669.501113,120,2022-03-17 05:07:49.501112832
910,1647493670.862331,120,2022-03-17 05:07:50.862330880
915,1647493672.204557,120,2022-03-17 05:07:52.204557056
917,1647493673.555378,120,2022-03-17 05:07:53.555377920
940,1647494266.846362,120,2022-03-17 05:17:46.846362112
941,1647494267.784962,120,2022-03-17 05:17:47.784962048
942,1647494268.784709,120,2022-03-17 05:17:48.784708864
1413,1647494269.502344,40,2022-03-17 05:17:49.502343936
2699,1647528177.945945,30,2022-03-17 14:42:57.945945088
896,1647570167.29738,120,2022-03-18 02:22:47.297380096
895,1647570168.22445,120,2022-03-18 02:22:48.224450048
894,1647570169.332982,120,2022-03-18 02:22:49.332982016
892,1647570170.2873,120,2022-03-18 02:22:50.287300096
891,1647570171.321289,120,2022-03-18 02:22:51.321288960
1201,1647570172.10969,70,2022-03-18 02:22:52.109689856
1687,1647592157.513895,30,2022-03-18 08:29:17.513894912
1710,1647625457.057486,30,2022-03-18 17:44:17.057486080
641,1647743058.874295,120,2022-03-20 02:24:18.874295040
663,1647743060.006362,120,2022-03-20 02:24:20.006361856
664,1647743061.155303,120,2022-03-20 02:24:21.155302912
683,1647743062.264674,120,2022-03-20 02:24:22.264674048
682,1647743063.310811,120,2022-03-20 02:24:23.310811136
1323,1647743063.996796,50,2022-03-20 02:24:23.996795904
578,1647833066.192577,120,2022-03-21 03:24:26.192576768
562,1647833067.102744,120,2022-03-21 03:24:27.102744064
566,1647833068.029734,120,2022-03-21 03:24:28.029733888
560,1647833071.25355,120,2022-03-21 03:24:31.253550080
567,1647833072.495567,120,2022-03-21 03:24:32.495567104
571,1647833073.525145,120,2022-03-21 03:24:33.525145088
572,1647833074.569963,120,2022-03-21 03:24:34.569963008
618,1647881060.264547,120,2022-03-21 16:44:20.264547072
596,1647881061.419228,120,2022-03-21 16:44:21.419228160
1199,1647881062.329206,70,2022-03-21 16:44:22.329206016
1384,1647886505.273127,40,2022-03-21 18:15:05.273127168
1306,1647888007.178727,50,2022-03-21 18:40:07.178726912
734,1648050914.837945,120,2022-03-23 15:55:14.837945088
740,1648050916.066751,120,2022-03-23 15:55:16.066750976
739,1648050917.310591,120,2022-03-23 15:55:17.310590976
738,1648050919.979626,120,2022-03-23 15:55:19.979625984
737,1648050921.2264,120,2022-03-23 15:55:21.226400000
736,1648050922.696277,120,2022-03-23 15:55:22.696276992
735,1648050923.761813,120,2022-03-23 15:55:23.761812992
749,1648050924.790524,120,2022-03-23 15:55:24.790523904
750,1648050925.843151,120,2022-03-23 15:55:25.843151104
751,1648050927.171467,120,2022-03-23 15:55:27.171467008
752,1648050933.262192,120,2022-03-23 15:55:33.262192128
753,1648051198.373001,120,2022-03-23 15:59:58.373001216
754,1648051199.29217,120,2022-03-23 15:59:59.292169984
1388,1648051199.841178,40,2022-03-23 15:59:59.841177856
2434,1648057507.597411,30,2022-03-23 17:45:07.597410816
731,1648112404.854497,120,2022-03-24 09:00:04.854497024
2620,1648181698.284809,30,2022-03-25 04:14:58.284809216
719,1648235398.576018,120,2022-03-25 19:09:58.576018176
720,1648235399.51654,120,2022-03-25 19:09:59.516540160
721,1648235400.43402,120,2022-03-25 19:10:00.434020096
722,1648235401.530874,120,2022-03-25 19:10:01.530874112
1229,1648235402.293111,70,2022-03-25 19:10:02.293111040
1401,1648368986.169259,40,2022-03-27 08:16:26.169259008
1839,1648371689.172497,30,2022-03-27 09:01:29.172497152
800,1648432884.173172,120,2022-03-28 02:01:24.173171968
697,1648432885.08248,120,2022-03-28 02:01:25.082479872
594,1648432885.994081,120,2022-03-28 02:01:25.994081024
696,1648432886.920725,120,2022-03-28 02:01:26.920724992
609,1648432887.84729,120,2022-03-28 02:01:27.847290112
684,1648611715.468759,120,2022-03-30 03:41:55.468759040
689,1648611716.468369,120,2022-03-30 03:41:56.468368896
690,1648611720.107072,120,2022-03-30 03:42:00.107072000
691,1648611721.56296,120,2022-03-30 03:42:01.562959872
692,1648611722.494818,120,2022-03-30 03:42:02.494818048
693,1648611723.430722,120,2022-03-30 03:42:03.430722048
694,1648611724.37413,120,2022-03-30 03:42:04.374129920
1275,1648611725.02668,60,2022-03-30 03:42:05.026680064
646,1648642616.772747,120,2022-03-30 12:16:56.772747008
870,1648820222.958411,120,2022-04-01 13:37:02.958411008
852,1648820223.93094,120,2022-04-01 13:37:03.930939904
1285,1648820224.570012,50,2022-04-01 13:37:04.570012160
2701,1648828017.608561,30,2022-04-01 15:46:57.608561152
861,1648867353.906325,120,2022-04-02 02:42:33.906324992
862,1648867354.845629,120,2022-04-02 02:42:34.845628928
863,1648867355.771471,120,2022-04-02 02:42:35.771471104
864,1648867356.69722,120,2022-04-02 02:42:36.697220096
865,1648867357.756402,120,2022-04-02 02:42:37.756401920
866,1648867358.818133,120,2022-04-02 02:42:38.818132992
2562,1648873446.587951,30,2022-04-02 04:24:06.587950848
1299,1648875628.048835,50,2022-04-02 05:00:28.048835072
2556,1648876653.069366,30,2022-04-02 05:17:33.069366016
1408,1648878501.748237,40,2022-04-02 05:48:21.748236800
1409,1648889661.824012,40,2022-04-02 08:54:21.824012032
933,1648949668.698812,120,2022-04-03 01:34:28.698811904
934,1648949669.717714,120,2022-04-03 01:34:29.717714176
935,1648949670.653733,120,2022-04-03 01:34:30.653733120
936,1648949671.590667,120,2022-04-03 01:34:31.590667008
1138,1648949672.549423,90,2022-04-03 01:34:32.549423104
2757,1648985417.891169,30,2022-04-03 11:30:17.891169024
1207,1648989298.720393,70,2022-04-03 12:34:58.720392960
206,1649002503.324599,120,2022-04-03 16:15:03.324599040
2770,1649002504.354309,30,2022-04-03 16:15:04.354309120
2771,1649003405.964271,30,2022-04-03 16:30:05.964271104
2530,1649009194.578404,30,2022-04-03 18:06:34.578403840
154,1649035589.346663,120,2022-04-04 01:26:29.346662912
153,1649035590.426906,120,2022-04-04 01:26:30.426906112
152,1649035591.582021,120,2022-04-04 01:26:31.582021120
151,1649035592.71628,120,2022-04-04 01:26:32.716280064
150,1649035593.816904,120,2022-04-04 01:26:33.816904192
2278,1649052689.110338,30,2022-04-04 06:11:29.110338048
2201,1649094426.208234,30,2022-04-04 17:47:06.208233984
1298,1649161033.21611,50,2022-04-05 12:17:13.216110080
54,1649224928.124819,120,2022-04-06 06:02:08.124818944
55,1649224929.239228,120,2022-04-06 06:02:09.239227904
1202,1649224929.965727,70,2022-04-06 06:02:09.965726976
59,1649235428.024483,120,2022-04-06 08:57:08.024483072
61,1649235429.157774,120,2022-04-06 08:57:09.157774080
1121,1649235430.12432,100,2022-04-06 08:57:10.124320000
468,1649411222.596537,120,2022-04-08 09:47:02.596537088
465,1649411223.535142,120,2022-04-08 09:47:03.535141888
463,1649411224.519518,120,2022-04-08 09:47:04.519517952
458,1649411225.452557,120,2022-04-08 09:47:05.452557056
471,1649411228.242578,120,2022-04-08 09:47:08.242577920
472,1649411229.640336,120,2022-04-08 09:47:09.640336128
1107,1649411231.001491,100,2022-04-08 09:47:11.001490944
2385,1649443959.325609,30,2022-04-08 18:52:39.325608960
534,1649492853.422623,120,2022-04-09 08:27:33.422622976
535,1649492854.608138,120,2022-04-09 08:27:34.608137984
536,1649492855.661343,120,2022-04-09 08:27:35.661342976
537,1649492856.786294,120,2022-04-09 08:27:36.786294016
547,1649492857.732358,120,2022-04-09 08:27:37.732357888
1297,1649492858.482768,50,2022-04-09 08:27:38.482768128
1117,1649526487.366718,100,2022-04-09 17:48:07.366717952
420,1649574581.686863,120,2022-04-10 07:09:41.686862848
418,1649574583.312675,120,2022-04-10 07:09:43.312675072
330,1649574584.392422,120,2022-04-10 07:09:44.392421888
323,1649574585.47099,120,2022-04-10 07:09:45.470989824
320,1649574586.558191,120,2022-04-10 07:09:46.558191104
332,1649574587.547905,120,2022-04-10 07:09:47.547905024
333,1649574588.606928,120,2022-04-10 07:09:48.606928128
335,1649574589.732087,120,2022-04-10 07:09:49.732086784
341,1649574590.758701,120,2022-04-10 07:09:50.758701056
342,1649574591.741838,120,2022-04-10 07:09:51.741838080
1156,1649574592.689499,90,2022-04-10 07:09:52.689498880
1449,1649606374.059618,40,2022-04-10 15:59:34.059618048
311,1649632475.010932,120,2022-04-10 23:14:35.010931968
312,1649632476.039866,120,2022-04-10 23:14:36.039865856
1162,1649632476.777414,80,2022-04-10 23:14:36.777414144
370,1649722175.833911,120,2022-04-12 00:09:35.833911040
371,1649722176.854033,120,2022-04-12 00:09:36.854032896
372,1649722177.799156,120,2022-04-12 00:09:37.799155968
375,1649722178.832709,120,2022-04-12 00:09:38.832709120
1108,1649722179.813857,100,2022-04-12 00:09:39.813857024
376,1649747975.599983,120,2022-04-12 07:19:35.599983104
374,1649747976.65892,120,2022-04-12 07:19:36.658919936
373,1649747977.688881,120,2022-04-12 07:19:37.688880896
1144,1649747978.679112,90,2022-04-12 07:19:38.679111936
404,1649808276.24788,120,2022-04-13 00:04:36.247879936
1071,1649808277.201657,110,2022-04-13 00:04:37.201657088
1193,1649846683.022759,70,2022-04-13 10:44:43.022758912
287,1649934283.727902,120,2022-04-14 11:04:43.727901952
281,1649934284.8429,120,2022-04-14 11:04:44.842899968
288,1649934285.997792,120,2022-04-14 11:04:45.997792000
2791,1650015580.33359,30,2022-04-15 09:39:40.333590016
2425,1650218383.260442,30,2022-04-17 17:59:43.260442112
220,1650434748.418189,120,2022-04-20 06:05:48.418189056
221,1650434749.448136,120,2022-04-20 06:05:49.448136192
222,1650434750.411843,120,2022-04-20 06:05:50.411843072
223,1650434751.486931,120,2022-04-20 06:05:51.486931200
1079,1650434752.390402,110,2022-04-20 06:05:52.390402048
2302,1650485147.990413,30,2022-04-20 20:05:47.990413056
2621,1650629742.973907,30,2022-04-22 12:15:42.973906944
2652,1650694249.189291,30,2022-04-23 06:10:49.189291008
1331,1650706551.126028,50,2022-04-23 09:35:51.126028032
1653,1650743149.820174,30,2022-04-23 19:45:49.820174080
1652,1650745249.968755,30,2022-04-23 20:20:49.968754944
1651,1650746149.810843,30,2022-04-23 20:35:49.810842880
1432,1650747350.143679,40,2022-04-23 20:55:50.143678976
1058,1650785451.021671,120,2022-04-24 07:30:51.021671168
1055,1650785452.018737,120,2022-04-24 07:30:52.018737152
1067,1650785453.167194,120,2022-04-24 07:30:53.167193856
1052,1650785454.219876,120,2022-04-24 07:30:54.219876096
1063,1650785455.489617,120,2022-04-24 07:30:55.489617152
1028,1650785456.648178,120,2022-04-24 07:30:56.648178176
1025,1650785457.873762,120,2022-04-24 07:30:57.873761792
977,1650785458.920417,120,2022-04-24 07:30:58.920417024
996,1650785460.109453,120,2022-04-24 07:31:00.109453056
995,1650785461.177729,120,2022-04-24 07:31:01.177728768
1254,1650785462.117658,60,2022-04-24 07:31:02.117657856
1644,1650787847.941103,30,2022-04-24 08:10:47.941103104
1429,1650808249.784801,40,2022-04-24 13:50:49.784801024
1047,1650843645.22989,120,2022-04-24 23:40:45.229890048
1027,1650843646.339568,120,2022-04-24 23:40:46.339567872
1033,1650843647.366645,120,2022-04-24 23:40:47.366644992
1248,1650843648.048808,60,2022-04-24 23:40:48.048808192
1400,1651113961.700332,40,2022-04-28 02:46:01.700332032
2133,1651158377.639144,30,2022-04-28 15:06:17.639143936
2091,1651160205.110455,30,2022-04-28 15:36:45.110455040
2136,1651175183.277014,30,2022-04-28 19:46:23.277014016
2137,1651176987.09272,30,2022-04-28 20:16:27.092720128
2028,1651178487.324147,30,2022-04-28 20:41:27.324146944
2030,1651180020.858927,30,2022-04-28 21:07:00.858927104
2074,1651181817.553835,30,2022-04-28 21:36:57.553835008
638,1651223305.245792,120,2022-04-29 09:08:25.245792000
666,1651223306.448131,120,2022-04-29 09:08:26.448131072
1097,1651223307.576393,110,2022-04-29 09:08:27.576392960
1116,1651226640.703829,100,2022-04-29 10:04:00.703828992
1524,1651227843.31071,30,2022-04-29 10:24:03.310710016
669,1651248654.792287,120,2022-04-29 16:10:54.792287232
670,1651248655.889812,120,2022-04-29 16:10:55.889811968
671,1651248661.343713,120,2022-04-29 16:11:01.343713024
672,1651248662.748633,120,2022-04-29 16:11:02.748632832
673,1651248663.943028,120,2022-04-29 16:11:03.943027968
1147,1651248666.362289,90,2022-04-29 16:11:06.362288896
1539,1651263354.693579,30,2022-04-29 20:15:54.693579008
1374,1651266657.55684,40,2022-04-29 21:10:57.556839936
1375,1651267858.0354,40,2022-04-29 21:30:58.035399936
1376,1651269066.458746,40,2022-04-29 21:51:06.458745856
1379,1651273857.336725,40,2022-04-29 23:10:57.336724992
1380,1651275954.393816,40,2022-04-29 23:45:54.393816064
1509,1651276855.159286,30,2022-04-30 00:00:55.159286016
1510,1651277758.059057,30,2022-04-30 00:15:58.059056896
1442,1651278957.414721,40,2022-04-30 00:35:57.414721024
1382,1651281057.387436,40,2022-04-30 01:10:57.387436032
1383,1651283156.974826,40,2022-04-30 01:45:56.974825984
1135,1651288254.456534,90,2022-04-30 03:10:54.456534016
1093,1651292158.800801,110,2022-04-30 04:15:58.800801024
1386,1651294257.530473,40,2022-04-30 04:50:57.530472960
1404,1651297557.314971,40,2022-04-30 05:45:57.314970880
1735,1651298748.680558,30,2022-04-30 06:05:48.680558080
1180,1651407957.006892,80,2022-05-01 12:25:57.006892032
2687,1651507558.133395,30,2022-05-02 16:05:58.133394944
2688,1651509062.903349,30,2022-05-02 16:31:02.903348992
2706,1651512050.874591,30,2022-05-02 17:20:50.874591232
2568,1651523750.913895,30,2022-05-02 20:35:50.913894912
1130,1651527651.379147,100,2022-05-02 21:40:51.379147008
956,1651536951.418987,120,2022-05-03 00:15:51.418987008
1178,1651536952.330131,80,2022-05-03 00:15:52.330130944
193,1651643158.911059,120,2022-05-04 05:45:58.911058944
162,1651674959.928804,120,2022-05-04 14:35:59.928803840
1158,1651674960.991382,90,2022-05-04 14:36:00.991381760
2243,1651756858.704213,30,2022-05-05 13:20:58.704212992
1244,1651773659.716149,60,2022-05-05 18:00:59.716148992
1350,1651775158.875564,40,2022-05-05 18:25:58.875564032
57,1651795553.619078,120,2022-05-06 00:05:53.619077888
58,1651795554.728702,120,2022-05-06 00:05:54.728701952
60,1651795555.856159,120,2022-05-06 00:05:55.856158976
1364,1651795556.497381,40,2022-05-06 00:05:56.497380864
66,1651823453.675948,120,2022-05-06 07:50:53.675948032
67,1651823454.781829,120,2022-05-06 07:50:54.781829120
44,1651823455.817498,120,2022-05-06 07:50:55.817497856
1140,1651823456.790143,90,2022-05-06 07:50:56.790142976
107,1651916168.797141,120,2022-05-07 09:36:08.797140992
122,1651916761.021234,120,2022-05-07 09:46:01.021233920
123,1651916763.070236,120,2022-05-07 09:46:03.070235904
1105,1651916764.645947,100,2022-05-07 09:46:04.645946880
74,1651948855.288904,120,2022-05-07 18:40:55.288903936
73,1651948856.443215,120,2022-05-07 18:40:56.443214848
1359,1651948857.130842,40,2022-05-07 18:40:57.130841856
1441,1651998355.252497,40,2022-05-08 08:25:55.252496896
2409,1651999890.76486,30,2022-05-08 08:51:30.764859904
1451,1652005078.492383,40,2022-05-08 10:17:58.492382976
2433,1652005980.897999,30,2022-05-08 10:33:00.897999104
2435,1652014682.503515,30,2022-05-08 12:58:02.503514880
2429,1652018591.907469,30,2022-05-08 14:03:11.907469056
2396,1652024575.169065,30,2022-05-08 15:42:55.169064960
540,1652096605.979674,120,2022-05-09 11:43:25.979674112
526,1652096607.077951,120,2022-05-09 11:43:27.077950976
541,1652096608.229797,120,2022-05-09 11:43:28.229796864
543,1652096609.384903,120,2022-05-09 11:43:29.384902912
544,1652096610.482845,120,2022-05-09 11:43:30.482845184
545,1652096611.609389,120,2022-05-09 11:43:31.609389056
546,1652096612.84162,120,2022-05-09 11:43:32.841619968
1859,1652333614.308864,30,2022-05-12 05:33:34.308864000
413,1652342308.292179,120,2022-05-12 07:58:28.292179200
414,1652342309.461297,120,2022-05-12 07:58:29.461297152
1445,1652342310.149296,40,2022-05-12 07:58:30.149296128
2697,1652376217.343684,30,2022-05-12 17:23:37.343683840
410,1652434439.456053,120,2022-05-13 09:33:59.456052992
409,1652434440.654026,120,2022-05-13 09:34:00.654025984
408,1652434441.792716,120,2022-05-13 09:34:01.792716032
407,1652434442.947351,120,2022-05-13 09:34:02.947351040
405,1652434444.150407,120,2022-05-13 09:34:04.150407168
2131,1652434444.83356,30,2022-05-13 09:34:04.833560064
2187,1652531945.823088,30,2022-05-14 12:39:05.823087872
2236,1652539770.26297,30,2022-05-14 14:49:30.262969856
2450,1652542472.199626,30,2022-05-14 15:34:32.199625984
453,1652571570.877307,120,2022-05-14 23:39:30.877306880
486,1652571572.25875,120,2022-05-14 23:39:32.258749952
1126,1652571573.519677,100,2022-05-14 23:39:33.519676928
2440,1652644776.942529,30,2022-05-15 19:59:36.942529024
128,1652683778.937456,120,2022-05-16 06:49:38.937455872
127,1652683780.038711,120,2022-05-16 06:49:40.038711040
1095,1652683781.128978,110,2022-05-16 06:49:41.128977920
29,1652753972.723625,120,2022-05-17 02:19:32.723624960
24,1652753973.943018,120,2022-05-17 02:19:33.943017984
23,1652753975.161284,120,2022-05-17 02:19:35.161284096
22,1652753976.292438,120,2022-05-17 02:19:36.292438016
